CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
15576352,Revell,586,Spain,Female,57,0.0,2,0,1,6057.81
15680998,Nwankwo,725,France,Male,44,0.0,1,1,1,117356.14
15788291,Okwuadigbo,713,Germany,Female,38,144606.22,1,1,1,56594.36
15679587,Chan,666,France,Female,34,115897.12,1,1,1,25095.03
15603925,Greco,779,Spain,Female,26,174318.13,2,0,1,38296.21
15567446,Coffman,646,Germany,Male,39,111574.41,1,1,1,30838.51
15714939,Fallaci,484,Germany,Female,34,148249.54,1,0,1,33738.27
15683503,Hudson,601,France,Female,43,0.0,3,0,1,110916.15
15645569,Mai,762,Spain,Female,26,123709.46,2,1,1,169654.57
15782569,Stout,687,France,Female,72,0.0,1,0,1,69829.4
15609286,Chadwick,702,France,Male,37,150525.8,1,1,1,94728.49
15814035,Lawrence,601,France,Male,29,0.0,1,1,1,80393.27
15661249,Bellucci,699,France,Male,53,0.0,2,0,1,111307.98
15607170,Boyle,699,France,Male,35,0.0,2,1,1,78397.24
15619857,Crawford,605,France,Female,64,129555.7,1,1,1,13601.79
15805062,Lynton,667,Spain,Male,38,87202.38,1,1,1,77866.91
15660271,Duncan,688,Germany,Male,26,146133.39,1,1,1,175296.76
15594594,Loggia,546,Spain,Male,42,139070.51,1,1,1,86945.0
15646161,Steinhoff,673,Spain,Female,37,0.0,2,1,1,183318.79
15603134,Pai,656,Spain,Female,40,167878.5,1,0,1,151887.16
15636444,Craig,535,Germany,Female,53,141616.55,2,1,1,75888.65
15773456,Lazareva,678,Germany,Male,36,145747.67,2,0,1,89566.74
15626900,Kung,427,France,Male,29,141325.56,1,1,1,93839.3
15724282,Tsao,540,Germany,Male,44,164113.04,2,1,1,12120.79
15583725,Mairinger,682,France,Male,48,138778.15,1,0,1,168840.23
15588350,McIntyre,744,France,Female,43,147832.15,1,0,1,24234.11
15809663,Donaldson,583,France,Female,27,125406.58,1,1,1,110784.42
15730830,Dale,752,France,Female,30,0.0,2,1,1,104991.28
15703119,Liang,652,France,Male,38,0.0,2,1,1,145700.22
15730447,Anderson,629,France,Female,49,0.0,2,1,1,196335.48
15813850,Christian,720,France,Male,52,0.0,1,1,1,14781.12
15664610,Campbell,459,Germany,Male,48,133994.52,1,1,1,19287.06
15751710,Ginikanwa,729,Spain,Male,31,164870.81,2,1,1,9567.39
15692926,Toscani,498,Germany,Male,25,121702.73,1,1,1,132210.49
15813741,Nnachetam,549,Spain,Male,25,193858.2,1,0,1,21600.11
15698474,Sagese,601,Germany,Female,54,131039.97,2,1,1,199661.5
15568595,Fleming,544,France,Male,64,113829.45,1,1,1,124341.49
15592937,Napolitani,632,Germany,Female,41,81877.38,1,1,1,33642.21
15699637,Anenechi,694,Spain,Male,57,116326.07,1,1,1,117704.65
15667215,Chandler,678,France,Male,31,0.0,2,1,1,58803.28
15788659,Howells,695,France,Male,46,0.0,2,1,1,137537.22
15763218,Akeroyd,661,France,Female,41,0.0,2,0,1,131300.68
15645772,Onwumelu,661,France,Male,33,0.0,2,1,1,84174.81
15725511,Wallace,559,France,Female,31,127070.73,1,0,1,160941.78
15575024,Uwaezuoke,503,France,Male,29,0.0,2,1,1,143954.99
15640825,Loyau,695,Spain,Male,46,122549.64,1,1,1,56297.85
15662397,Small,640,France,Female,42,176099.13,1,1,1,8404.73
15674991,Kao,667,France,Male,42,0.0,2,0,1,58137.42
15745621,Wertheim,640,Spain,Female,32,118879.35,2,1,1,19131.71
15642394,He,529,Spain,Male,35,0.0,2,1,1,187288.5
15754605,Jarvis,563,France,Female,39,0.0,2,1,1,17603.81
15715142,Repina,739,Germany,Male,45,102703.62,1,0,1,147802.94
15810978,Pugliesi,788,Spain,Female,70,0.0,2,1,1,41610.62
15780804,Nucci,482,France,Male,55,97318.25,1,0,1,78416.14
15613880,Higinbotham,591,Spain,Male,58,128468.69,1,0,1,137254.55
15775238,Achebe,651,Germany,Female,41,133432.59,1,0,1,151303.48
15801277,Maccallum,715,France,Female,31,112212.14,2,1,1,181600.72
15740900,Perrodin,589,France,Male,34,0.0,2,1,1,177896.92
15681068,Chinagorom,796,France,Female,45,109730.22,1,1,1,123882.73
15748625,Napolitano,664,France,Male,57,0.0,2,1,1,15304.08
15727299,Edgar,445,Spain,Male,62,64119.38,1,1,1,76569.64
15620204,Walker,543,Germany,Female,57,106138.33,2,1,1,120657.32
15669516,Steele,746,Spain,Male,36,0.0,2,1,1,16436.56
15736534,Elkins,742,Germany,Male,33,181656.51,1,1,1,107667.91
15603436,Savage,594,Spain,Female,49,126615.94,2,0,1,123214.74
15566292,Okwuadigbo,574,Spain,Male,36,0.0,2,0,1,71709.12
15808621,Mordvinova,659,Germany,Male,36,76190.48,2,1,1,149066.14
15776231,Kent,626,Germany,Male,35,88109.81,1,1,1,32825.5
15649423,Cooper,580,France,Female,35,0.0,2,0,1,10357.03
15653780,Kambinachi,621,France,Female,43,0.0,1,1,1,47578.45
15721658,Fleming,672,Spain,Female,56,209767.31,2,1,1,150694.42
15578761,Cunningham,459,Spain,Female,42,129634.25,2,1,1,177683.02
15626742,Carpenter,694,France,Male,36,97530.25,1,1,1,117140.41
15672692,Yin,787,France,Female,42,145988.65,2,1,1,79510.37
15673570,Olsen,580,France,Male,37,0.0,2,0,1,77108.66
15812750,Ozioma,591,France,Male,24,147360.0,1,1,1,25310.82
15612966,Milani,545,Germany,Female,60,128981.07,1,0,1,176924.21
15784209,Tang,497,France,Male,47,0.0,1,1,1,90055.08
15794278,Romani,816,Spain,Male,67,151858.98,1,1,1,72814.31
15766741,McIntyre,525,France,Male,36,114628.4,1,0,1,168290.06
15637414,Gell,618,France,Female,24,128736.39,1,0,1,37147.61
15716835,Rossi,546,France,Male,24,156325.38,1,1,1,125381.02
15696231,Chiwetelu,635,France,Male,29,105405.97,1,1,1,149853.89
15670755,Shaw,650,France,Male,60,0.0,2,1,1,102925.76
15640059,Smith,606,France,Male,40,0.0,2,1,1,70899.27
15813034,Martin,727,Spain,Male,38,62276.99,1,1,1,59280.79
15698839,Okwudilichukwu,460,Germany,Male,46,127559.97,2,1,1,126952.5
15790314,Onuoha,649,France,Male,41,0.0,2,0,1,130567.02
15677305,Hsieh,490,France,Female,35,107749.03,1,1,1,3937.37
15815364,Ashley,736,Spain,Female,28,0.0,2,1,1,117431.1
15625944,Buccho,664,France,Male,58,98668.18,1,1,1,60887.58
15672056,Kenenna,710,Germany,Male,43,140080.32,3,1,1,157908.19
15810864,Williamson,700,France,Female,82,0.0,2,0,1,182055.36
15685329,McKenzie,531,France,Female,63,114715.71,1,0,1,24506.95
15639314,Cartwright,589,France,Male,32,0.0,2,0,1,9468.64
15752137,McElroy,648,France,Male,33,134944.0,1,1,1,117036.38
15797227,Otutodilinna,754,France,Male,28,0.0,2,1,1,52615.62
15585595,Owens,774,France,Female,28,71264.02,2,0,1,68759.57
15571221,Bergamaschi,747,Germany,Male,58,116313.57,1,1,1,190696.35
15660155,Lorenzo,792,Spain,Male,36,92140.15,1,0,1,67468.67
15605284,Outtrim,688,France,Male,26,0.0,2,1,1,104435.94
15694366,Hou,714,Germany,Male,42,177640.09,1,0,1,47166.55
15653253,Pagnotto,704,Spain,Male,48,167997.6,1,1,1,173498.45
15763431,Echezonachukwu,698,France,Male,36,82275.35,2,1,1,93249.26
15643696,Young,611,France,Male,49,0.0,2,1,1,142917.54
15769504,Munro,743,Germany,Female,34,131736.88,1,1,1,108543.21
15668747,Virgo,702,France,Female,46,98444.19,1,0,1,109563.28
15570134,Padovano,683,France,Female,35,187530.66,2,1,1,37976.36
15567367,Tao,601,Germany,Female,42,133636.16,1,0,1,103315.74
15747542,Perez,605,France,Male,52,0.0,2,1,1,173952.5
15762238,Fraser,671,Germany,Female,44,84745.03,2,0,1,34673.98
15681554,Alley,614,Germany,Female,31,120599.38,2,1,1,46163.44
15712825,Howells,511,Spain,Female,29,0.0,2,0,1,140676.98
15640280,Cameron,850,France,Male,39,127771.35,2,0,1,151738.54
15798906,Cox,628,France,Male,69,0.0,2,1,1,181964.6
15708917,Martin,598,Germany,Male,53,167772.96,1,1,1,136886.86
15649992,Alexander,681,Spain,Male,65,134714.7,2,0,1,190419.81
15578980,Piazza,516,Spain,Female,33,0.0,2,1,1,58685.59
